Learner SignUp DateTime,Opportunity Name,Opportunity Category,Opportunity End Date,Gender,Country,Institution Name,Current/Intended Major,Status Description,Opportunity Start Date,Age,Engagement Duration,Month of SignUp,Day of Week of SignUp,Day of Month of SignUp,Year of Signup,Year of Birth,Season
25/7/2023,Project Management Associate,Internship,11/4/2024,Male,India,Gujarat Technological University,Data Analysis,Rejected,25/7/2023,25,0,July,Tuesday,25,2023,1999,Summer
11/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Webster University,Cyber Security,Rejected,11/1/2024,25,0,January,Thursday,11,2024,1999,Winter
4/3/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Health Data Science,Rejected,4/3/2024,29,0,March,Monday,4,2024,1995,Spring
4/6/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Other,Rejected,4/6/2023,23,0,June,Sunday,4,2023,2001,Summer
9/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Health Data Science,Rejected,9/2/2024,25,0,February,Friday,9,2024,1999,Winter
20/1/2024,Project Management Associate,Internship,11/4/2024,Female,Nigeria,Other,Project Management,Rejected,20/1/2024,22,0,January,Saturday,20,2024,2002,Winter
14/5/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Information Technology,Team Allocated,19/2/2024,25,52,May,Sunday,14,2023,1999,Spring
7/8/2023,Project Management Associate,Internship,11/4/2024,Female,Kenya,Other,Education And Training,Rejected,7/8/2023,26,0,August,Monday,7,2023,1998,Summer
7/8/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Computer Science,Rejected,7/8/2023,23,0,August,Monday,7,2023,2001,Summer
23/11/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Science And Information Systems,Rejected,23/11/2023,25,0,November,Thursday,23,2023,1999,Fall
12/1/2024,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Information Systems,Rejected,12/1/2024,25,0,January,Friday,12,2024,1999,Winter
24/2/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Webster University,Information Technology And Management,Rejected,24/2/2024,23,0,February,Saturday,24,2024,2002,Winter
15/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Other,Other,Rejected,15/1/2024,20,0,January,Monday,15,2024,2004,Winter
27/7/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Other,Rejected,27/7/2023,21,0,July,Thursday,27,2023,2003,Summer
27/2/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,27/2/2024,27,0,February,Tuesday,27,2024,1997,Winter
26/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,26/12/2023,24,0,December,Tuesday,26,2023,2000,Winter
25/4/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Computer Science,Rejected,25/4/2023,23,0,April,Tuesday,25,2023,2001,Spring
27/2/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,27/2/2024,23,0,February,Tuesday,27,2024,2001,Winter
26/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science And Information Systems,Rejected,26/1/2024,25,0,January,Friday,26,2024,1999,Winter
24/12/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science,Team Allocated,22/1/2024,25,80,December,Sunday,24,2023,1999,Winter
30/12/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Cyber Security,Rejected,30/12/2023,23,0,December,Saturday,30,2023,2001,Winter
2/1/2024,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Data Analytics,Rejected,2/1/2024,25,0,January,Tuesday,2,2024,1999,Winter
28/9/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,22,80,September,Thursday,28,2023,2002,Fall
12/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,12/1/2024,25,0,January,Friday,12,2024,1999,Winter
7/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Other,Computer Science,Rejected,7/1/2024,28,0,January,Sunday,7,2024,1996,Winter
4/3/2024,Project Management Associate,Internship,11/4/2024,Male,Ghana,Saint Louis University,Business Administration,Rejected,4/3/2024,36,0,March,Monday,4,2024,1988,Spring
14/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,24,80,January,Sunday,14,2024,2000,Winter
9/8/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Electrical And Electronic Engineering,Rejected,9/8/2023,22,0,August,Wednesday,9,2023,2002,Summer
12/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,12/12/2023,25,0,December,Tuesday,12,2023,1999,Winter
25/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Information Systems,Rejected,25/1/2024,24,0,January,Thursday,25,2024,2001,Winter
24/4/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Other,Rejected,24/4/2023,25,0,April,Monday,24,2023,1999,Spring
4/1/2024,Project Management Associate,Internship,11/4/2024,Female,Nigeria,Other,Software Engineering,Team Allocated,22/1/2024,24,80,January,Thursday,4,2024,2000,Winter
3/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Information Systems,Team Allocated,22/1/2024,22,80,January,Wednesday,3,2024,2002,Winter
4/5/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science,Team Allocated,22/1/2024,23,80,May,Thursday,4,2023,2001,Spring
23/8/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science,Rejected,23/8/2023,23,0,August,Wednesday,23,2023,2001,Summer
17/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,17/1/2024,27,0,January,Wednesday,17,2024,1997,Winter
25/4/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Information Systems,Rejected,25/4/2023,23,0,April,Tuesday,25,2023,2001,Spring
27/12/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Other,Other,Team Allocated,22/1/2024,25,80,December,Wednesday,27,2023,1999,Winter
8/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science,Rejected,8/1/2024,26,0,January,Monday,8,2024,1998,Winter
25/7/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Cyber Security,Team Allocated,19/2/2024,26,52,July,Tuesday,25,2023,1998,Summer
19/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Science,Rejected,19/1/2024,23,0,January,Friday,19,2024,2001,Winter
27/2/2024,Project Management Associate,Internship,11/4/2024,Male,Nigeria,National Open University Of Nigeria,Other,Rejected,27/2/2024,32,0,February,Tuesday,27,2024,1993,Winter
13/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,13/1/2024,26,0,January,Saturday,13,2024,1998,Winter
3/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,5/3/2024,26,37,January,Wednesday,3,2024,1998,Winter
17/6/2023,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Computer Science,Team Allocated,22/1/2024,22,80,June,Saturday,17,2023,2002,Summer
25/12/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,25/12/2023,25,0,December,Monday,25,2023,1999,Winter
27/12/2023,Project Management Associate,Internship,11/4/2024,Male,Nigeria,University Of Port Harcourt,Data Analytics,Rejected,27/12/2023,25,0,December,Wednesday,27,2023,1999,Winter
9/7/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,9/7/2023,33,0,July,Sunday,9,2023,1991,Summer
22/8/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Artificial Intelligence,Rejected,22/8/2023,20,0,August,Tuesday,22,2023,2004,Summer
19/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,19/1/2024,22,0,January,Friday,19,2024,2002,Winter
28/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Webster University,Cyber Security,Rejected,28/2/2024,26,0,February,Wednesday,28,2024,1998,Winter
12/5/2023,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Computer Science,Rejected,12/5/2023,23,0,May,Friday,12,2023,2001,Spring
5/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,19/2/2024,25,52,January,Friday,5,2024,1999,Winter
19/5/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,19/5/2023,32,0,May,Friday,19,2023,1992,Spring
14/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Science,Team Allocated,22/1/2024,28,80,January,Sunday,14,2024,1996,Winter
8/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,8/1/2024,24,0,January,Monday,8,2024,2000,Winter
22/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,22/1/2024,27,0,January,Monday,22,2024,1997,Winter
3/11/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Other,Business Analytics,Rejected,3/11/2023,26,0,November,Friday,3,2023,1998,Fall
19/1/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science And Information Systems,Rejected,19/1/2023,24,0,January,Thursday,19,2023,2000,Winter
13/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Other,International Business Management,Rejected,13/1/2024,24,0,January,Saturday,13,2024,2000,Winter
2/1/2024,Project Management Associate,Internship,11/4/2024,Female,India,Other,Computer Engineering,Team Allocated,22/1/2024,22,80,January,Tuesday,2,2024,2003,Winter
15/9/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Business Analytics,Rejected,15/9/2023,24,0,September,Friday,15,2023,2000,Fall
30/4/2023,Project Management Associate,Internship,11/4/2024,Male,India,Vishnu Institute Of Technology,Computer Science,Rejected,30/4/2023,23,0,April,Sunday,30,2023,2001,Spring
29/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,29/12/2023,25,0,December,Friday,29,2023,1999,Winter
21/9/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,21/9/2023,22,0,September,Thursday,21,2023,2002,Fall
8/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Data Analytics,Rejected,8/1/2024,23,0,January,Monday,8,2024,2001,Winter
8/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,8/2/2024,24,0,February,Thursday,8,2024,2000,Winter
8/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,8/1/2024,31,0,January,Monday,8,2024,1993,Winter
11/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,18/3/2024,23,24,January,Thursday,11,2024,2001,Winter
29/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,29/1/2024,23,0,January,Monday,29,2024,2001,Winter
10/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Cyber Security,Rejected,10/2/2024,27,0,February,Saturday,10,2024,1997,Winter
4/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,4/2/2024,22,0,February,Sunday,4,2024,2002,Winter
5/1/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Software Engineering,Rejected,5/1/2023,19,0,January,Thursday,5,2023,2005,Winter
5/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,5/1/2024,30,0,January,Friday,5,2024,1994,Winter
27/12/2023,Project Management Associate,Internship,11/4/2024,Male,Nigeria,Other,Other,Team Allocated,22/1/2024,28,80,December,Wednesday,27,2023,1997,Winter
30/12/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Analytics,Rejected,30/12/2023,25,0,December,Saturday,30,2023,1999,Winter
13/1/2024,Project Management Associate,Internship,11/4/2024,Female,India,Other,Information Technology,Team Allocated,22/1/2024,21,80,January,Saturday,13,2024,2003,Winter
9/3/2024,Project Management Associate,Internship,11/4/2024,Male,Bangladesh,Saint Louis University,Information Systems,Rejected,9/3/2024,26,0,March,Saturday,9,2024,1999,Spring
20/2/2024,Project Management Associate,Internship,11/4/2024,Male,Ghana,Saint Louis University,Other,Rejected,20/2/2024,24,0,February,Tuesday,20,2024,2000,Winter
31/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science,Rejected,31/1/2024,26,0,January,Wednesday,31,2024,1998,Winter
18/10/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Information Systems,Team Allocated,5/3/2024,26,37,October,Wednesday,18,2023,1998,Fall
4/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,4/1/2024,24,0,January,Thursday,4,2024,2000,Winter
20/3/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Computer Science And Engineering,Rejected,20/3/2023,22,0,March,Monday,20,2023,2002,Spring
22/4/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,5/3/2024,22,37,April,Saturday,22,2023,2002,Spring
11/11/2023,Project Management Associate,Internship,11/4/2024,Male,India,Vellore Institute Of Technology,Computer Science And Engineering,Rejected,11/11/2023,20,0,November,Saturday,11,2023,2004,Fall
4/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,4/1/2024,23,0,January,Thursday,4,2024,2001,Winter
16/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,16/1/2024,24,0,January,Tuesday,16,2024,2000,Winter
20/8/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,20/8/2023,24,0,August,Sunday,20,2023,2000,Summer
13/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science And Information Systems,Rejected,13/1/2024,23,0,January,Saturday,13,2024,2001,Winter
29/2/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,29/2/2024,24,0,February,Thursday,29,2024,2000,Winter
13/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,13/1/2024,27,0,January,Saturday,13,2024,1997,Winter
10/5/2023,Project Management Associate,Internship,11/4/2024,Male,India,Vellore Institute Of Technology,Computer Science,Rejected,10/5/2023,22,0,May,Wednesday,10,2023,2002,Spring
25/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,25/12/2023,24,0,December,Monday,25,2023,2000,Winter
19/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Science,Rejected,19/1/2024,22,0,January,Friday,19,2024,2002,Winter
2/2/2024,Project Management Associate,Internship,11/4/2024,Female,India,Other,Computer Engineering,Rejected,2/2/2024,22,0,February,Friday,2,2024,2002,Winter
20/2/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Information Systems,Rejected,20/2/2024,22,0,February,Tuesday,20,2024,2002,Winter
7/10/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science And Information Systems,Rejected,7/10/2023,22,0,October,Saturday,7,2023,2002,Fall
11/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,11/1/2024,33,0,January,Thursday,11,2024,1991,Winter
23/8/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,23,80,August,Wednesday,23,2023,2001,Summer
12/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,12/1/2024,23,0,January,Friday,12,2024,2001,Winter
30/8/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,25,80,August,Wednesday,30,2023,1999,Summer
23/8/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,23/8/2023,26,0,August,Wednesday,23,2023,1998,Summer
5/1/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science,Rejected,5/1/2023,25,0,January,Thursday,5,2023,1999,Winter
8/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Public Health,Team Allocated,22/1/2024,26,80,January,Monday,8,2024,1998,Winter
30/6/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,30/6/2023,22,0,June,Friday,30,2023,2002,Summer
12/2/2024,Project Management Associate,Internship,11/4/2024,Female,Nigeria,University Of Ilorin,Other,Team Allocated,4/4/2024,24,7,February,Monday,12,2024,2000,Winter
3/5/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Business Analytics,Rejected,3/5/2023,23,0,May,Wednesday,3,2023,2001,Spring
26/7/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Team Allocated,19/2/2024,28,52,July,Wednesday,26,2023,1996,Summer
25/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,25/1/2024,24,0,January,Thursday,25,2024,2000,Winter
25/9/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Data Analytics,Team Allocated,18/3/2024,22,24,September,Monday,25,2023,2002,Fall
20/6/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,20/6/2023,24,0,June,Tuesday,20,2023,2000,Summer
3/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,3/1/2024,23,0,January,Wednesday,3,2024,2001,Winter
15/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Pune University,Computer Engineering,Rejected,15/1/2024,24,0,January,Monday,15,2024,2000,Winter
1/8/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Computer Science,Rejected,1/8/2023,25,0,August,Tuesday,1,2023,2000,Summer
9/7/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Cyber Security,Rejected,9/7/2023,25,0,July,Sunday,9,2023,1999,Summer
7/7/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Information Systems,Rejected,7/7/2023,22,0,July,Friday,7,2023,2002,Summer
25/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,25/1/2024,25,0,January,Thursday,25,2024,1999,Winter
3/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,3/1/2024,26,0,January,Wednesday,3,2024,1998,Winter
9/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,9/1/2024,24,0,January,Tuesday,9,2024,2000,Winter
13/9/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,13/9/2023,23,0,September,Wednesday,13,2023,2002,Fall
15/7/2023,Project Management Associate,Internship,11/4/2024,Male,Nigeria,Federal University Of Technology Owerri,Project Management,Rejected,15/7/2023,38,0,July,Saturday,15,2023,1986,Summer
12/5/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Computer Science,Rejected,12/5/2023,23,0,May,Friday,12,2023,2001,Spring
3/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,3/2/2024,24,0,February,Saturday,3,2024,2000,Winter
23/1/2024,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Information Systems,Rejected,23/1/2024,24,0,January,Tuesday,23,2024,2000,Winter
1/12/2023,Project Management Associate,Internship,11/4/2024,Male,United Arab Emirates,Other,Other,Rejected,1/12/2023,40,0,December,Friday,1,2023,1984,Winter
25/11/2023,Project Management Associate,Internship,11/4/2024,Male,Sierra Leone,Other,Computer Science,Rejected,25/11/2023,31,0,November,Saturday,25,2023,1993,Fall
14/8/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,14/8/2023,22,0,August,Monday,14,2023,2002,Summer
13/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,13/1/2024,28,0,January,Saturday,13,2024,1996,Winter
31/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,31/1/2024,23,0,January,Wednesday,31,2024,2001,Winter
21/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,21/1/2024,26,0,January,Sunday,21,2024,1998,Winter
21/2/2024,Project Management Associate,Internship,11/4/2024,Male,"Korea, Republic Of South Korea",Other,Artificial Intelligence,Rejected,21/2/2024,27,0,February,Wednesday,21,2024,1997,Winter
5/1/2023,Project Management Associate,Internship,11/4/2024,Male,India,Srm University,Electronics And Communication,Team Allocated,22/1/2024,24,80,January,Thursday,5,2023,2000,Winter
2/2/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,2/2/2024,22,0,February,Friday,2,2024,2002,Winter
8/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Information Systems,Rejected,8/1/2024,23,0,January,Monday,8,2024,2001,Winter
14/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Science,Rejected,14/1/2024,25,0,January,Sunday,14,2024,2000,Winter
8/10/2023,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Data Analytics,Team Allocated,22/1/2024,21,80,October,Sunday,8,2023,2003,Fall
13/9/2023,Project Management Associate,Internship,11/4/2024,Male,India,Jawaharlal Nehru Technological University Hyderabad,Civil Engineering,Rejected,13/9/2023,25,0,September,Wednesday,13,2023,1999,Fall
9/6/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Computer Science,Team Allocated,22/1/2024,25,80,June,Friday,9,2023,1999,Summer
26/8/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Cyber Security,Rejected,26/8/2023,22,0,August,Saturday,26,2023,2002,Summer
12/9/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Data Analytics,Rejected,12/9/2023,25,0,September,Tuesday,12,2023,1999,Fall
18/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,18/1/2024,24,0,January,Thursday,18,2024,2000,Winter
24/4/2023,Project Management Associate,Internship,11/4/2024,Male,India,Other,Business Administration,Rejected,24/4/2023,22,0,April,Monday,24,2023,2002,Spring
16/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,16/1/2024,24,0,January,Tuesday,16,2024,2000,Winter
2/11/2023,Project Management Associate,Internship,11/4/2024,Female,Bangladesh,Other,Mathematics,Rejected,2/11/2023,25,0,November,Thursday,2,2023,1999,Fall
8/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,26,80,January,Monday,8,2024,1998,Winter
13/2/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Health Data Science,Rejected,13/2/2024,25,0,February,Tuesday,13,2024,1999,Winter
29/12/2023,Project Management Associate,Internship,11/4/2024,Male,India,Chandigarh University,Computer Science And Engineering,Rejected,29/12/2023,23,0,December,Friday,29,2023,2001,Winter
5/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Information Systems,Rejected,5/1/2024,22,0,January,Friday,5,2024,2002,Winter
18/11/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Illinois Institute Of Technology,Computer Science,Rejected,18/11/2023,23,0,November,Saturday,18,2023,2001,Fall
29/8/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,22/1/2024,24,80,August,Tuesday,29,2023,2000,Summer
14/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Rejected,14/1/2024,27,0,January,Sunday,14,2024,1997,Winter
22/8/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science,Rejected,22/8/2023,23,0,August,Tuesday,22,2023,2001,Summer
8/1/2024,Project Management Associate,Internship,11/4/2024,Female,Bangladesh,Other,Marketing,Team Allocated,5/3/2024,32,37,January,Monday,8,2024,1992,Winter
9/7/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Other,Business Analytics,Rejected,9/7/2023,29,0,July,Sunday,9,2023,1995,Summer
4/1/2024,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Health Data Science,Team Allocated,22/1/2024,28,80,January,Thursday,4,2024,1996,Winter
25/6/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Public Health,Team Allocated,4/4/2024,30,7,June,Sunday,25,2023,1994,Summer
11/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Cyber Security,Rejected,11/1/2024,25,0,January,Thursday,11,2024,1999,Winter
4/2/2024,Project Management Associate,Internship,11/4/2024,Male,India,Thiagarajar College Of Engineering,Computer Science Engineering,Rejected,4/2/2024,20,0,February,Sunday,4,2024,2004,Winter
26/12/2023,Project Management Associate,Internship,11/4/2024,Female,United States,Saint Louis University,Data Analytics,Team Allocated,19/2/2024,24,52,December,Tuesday,26,2023,2000,Winter
12/6/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Artificial Intelligence,Team Allocated,18/3/2024,25,24,June,Monday,12,2023,1999,Summer
8/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Team Allocated,19/2/2024,24,52,January,Monday,8,2024,2000,Winter
11/1/2024,Project Management Associate,Internship,11/4/2024,Female,India,Saint Louis University,Public Health,Rejected,11/1/2024,23,0,January,Thursday,11,2024,2001,Winter
24/5/2023,Project Management Associate,Internship,11/4/2024,Female,India,Other,Other,Team Allocated,22/1/2024,33,80,May,Wednesday,24,2023,1991,Spring
8/2/2024,Project Management Associate,Internship,11/4/2024,Male,India,Other,Commerce,Rejected,8/2/2024,23,0,February,Thursday,8,2024,2001,Winter
14/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,14/1/2024,26,0,January,Sunday,14,2024,1998,Winter
25/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Information Systems,Rejected,25/1/2024,27,0,January,Thursday,25,2024,1997,Winter
11/1/2024,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Information Systems,Rejected,11/1/2024,26,0,January,Thursday,11,2024,1998,Winter
5/1/2023,Project Management Associate,Internship,11/4/2024,Male,India,Saint Louis University,Computer Science And Information Systems,Rejected,5/1/2023,23,0,January,Thursday,5,2023,2001,Winter
9/1/2024,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Other,Team Allocated,5/3/2024,29,37,January,Tuesday,9,2024,1995,Winter
10/7/2023,Project Management Associate,Internship,11/4/2024,Male,United States,Saint Louis University,Computer Science,Rejected,10/7/2023,23,0,July,Monday,10,2023,2002,Summer
